source_system_id,person_id,confidence
client_10387,1004281,0.925992846488953
client_103897,1004589,0.991106748580933
client_103898,1007925,0.962359189987183
client_103906,1028395,0.980906426906586
client_103947,1015690,0.954183280467987
client_103963,1015030,0.954878091812134
client_103994,1011491,0.00544442608952522
client_10403,1010346,0.991478264331818
client_104045,1011887,0.957552492618561
client_10407,1016752,0.9968621134758
client_104098,1012098,0.975914895534515
client_104115,1029254,0.932231545448303
client_104147,1022315,0.995901942253113
client_104165,1003032,0.327625840902328
client_104178,1000788,0.0101221464574337
client_104198,1006610,0.962410926818848
client_104203,1000773,0.00123750162310898
client_104220,1029849,0.879579901695251
client_104249,1019630,0.143170326948166
client_104255,1000201,0.0330935269594193
client_104277,1030230,0.988822996616364
client_104314,1020331,0.0260214153677225
client_104349,1015355,0.377943754196167
client_104361,1006645,0.0109707238152623
client_104367,1009058,0.965775370597839
client_104425,1010731,0.939296841621399
client_104442,1003532,0.0883812755346298
client_104471,1023862,0.982748448848724
client_104474,1005329,0.0224242061376572
client_104486,1005009,0.964932262897491
client_104488,1020732,0.0959662944078445
client_104504,1007611,0.941554725170135
client_104560,1030028,0.963255822658539
client_104589,1002632,0.965623080730438
client_1046,1004003,0.0774895250797272
client_104611,1015661,0.961146056652069
client_104613,1029160,0.972554743289948
client_104621,1025887,0.950962245464325
client_104624,1029722,0.918379604816437
client_104655,1011104,0.0544461868703365
client_104672,1026880,0.00119043153245002
client_104673,1021027,0.986575067043304
client_104716,1001428,0.000208227473194711
client_10473,1005276,0.943023085594177
client_104770,1010994,0.160310000181198
client_104771,1008310,0.000977807794697583
client_104781,1007057,0.975999474525452
client_10479,1011099,0.973190605640411
client_104794,1026000,0.950674295425415
client_104799,1004797,0.973381876945496
client_104819,1009563,0.104897662997246
client_104881,1008454,0.92344057559967
client_104993,1021312,0.953871726989746
client_104997,1014118,0.244278088212013
client_10500,1000963,0.972211360931396
client_105002,1014797,0.973716735839844
client_105018,1015119,0.00243350211530924
client_105036,1023702,0.918596029281616
client_105050,1011252,0.0426660478115082
client_105053,1016204,0.955704092979431
client_105062,1004770,0.96099442243576
client_105066,1007638,0.97419136762619
client_105084,1008125,0.000334463053150102
client_105088,1028952,0.95248955488205
client_105117,1019149,0.94074958562851
client_105135,1001500,0.973877906799316
client_105152,1016419,0.000987317180261016
client_105167,1002659,0.986117005348206
client_105182,1013662,0.959666132926941
client_105224,1024754,0.00140284711960703
client_105237,1008225,0.00153923267498612
client_105283,1002816,0.985412895679474
client_105294,1012435,0.979927062988281
client_105316,1027488,0.955909907817841
client_105321,1028562,0.940645456314087
client_105392,1016756,0.950934410095215
client_105406,1005808,0.964804887771606
client_105415,1005755,0.984021782875061
client_105418,1022420,0.964916229248047
client_105432,1018000,0.041341457515955
client_105460,1014932,0.0100286435335875
client_105476,1030222,0.95324319601059
client_105508,1023646,0.00018212381110061
client_105526,1013366,0.981659471988678
client_105534,1026997,0.955018818378448
client_105546,1027592,0.966744780540466
client_105559,1006648,0.968465626239777
client_105574,1001910,0.970535933971405
client_105583,1003946,0.963930547237396
client_105600,1023439,0.0256744828075171
client_105606,1029745,0.991605043411255
client_105609,1022593,0.475729256868362
client_105616,1014838,0.996917486190796
client_105633,1012006,0.953639328479767
client_105651,1010044,0.90950882434845
client_105655,1028828,0.0296269785612822
client_105657,1015608,0.0026480492670089
client_105662,1000109,0.977617979049683
client_10568,1002964,0.982932925224304
client_105680,1027880,0.0145849110558629
client_105697,1029144,0.0233001243323088
client_105728,1003804,0.00285287667065859
client_105769,1029763,0.969199478626251
client_105781,1019467,0.956470012664795
client_105782,1012859,0.000126032726257108
client_105786,1015182,0.971123099327087
client_105812,1015612,0.797576069831848
client_105822,1029049,0.956053614616394
client_105829,1024281,0.0119049083441496
client_105844,1026096,0.895273923873901
client_10585,1029421,0.914468348026276
client_105858,1004081,0.988024890422821
client_105867,1026024,0.949805021286011
client_105869,1016062,0.0664251893758774
client_105883,1028929,0.000565843773074448
client_105899,1013064,0.991704165935516
client_105959,1025075,0.873470664024353
client_105964,1005279,0.964265406131744
client_105977,1029529,0.10381618142128
client_105988,1000708,0.156015902757645
client_105997,1005991,0.000983647420071065
client_106005,1017006,0.000152712455019355
client_106066,1026503,0.0234900023788214
client_10607,1000193,0.924261569976807
client_106085,1006125,0.955309927463531
client_106090,1028760,0.973758280277252
client_106093,1013256,0.991380393505096
client_106125,1004597,0.960695624351501
client_106126,1009906,0.000349837064277381
client_106138,1008554,0.0746899023652077
client_106181,1016561,0.0584217347204685
client_106186,1023140,0.94900518655777
client_106204,1012711,0.942450821399689
client_106212,1006990,0.0114697078242898
client_106225,1028646,0.930932879447937
client_106289,1004673,0.0336692854762077
client_106290,1002811,0.115537717938423
client_106297,1029291,0.963392555713654
client_106336,1011941,0.079072117805481
client_106340,1006101,0.0168624836951494
client_106345,1025785,0.959845364093781
client_106365,1022629,0.0452536754310131
client_106372,1029368,0.989430129528046
client_106374,1000323,0.0149337099865079
client_106380,1023991,0.988939225673676
client_106402,1025967,0.96252828836441
client_106405,1029150,0.974755465984344
client_106417,1014739,0.151919826865196
client_106450,1005919,0.0515011176466942
client_106458,1015579,0.00627532042562962
client_106473,1025417,0.0283193122595549
client_106477,1024908,0.0581697933375835
client_106528,1005030,0.979992151260376
client_106551,1029706,0.874943435192108
client_106567,1029865,0.951696693897247
client_106587,1007685,0.0660219341516495
client_106594,1008009,0.97767174243927
client_106637,1002966,0.0755422562360764
client_106644,1001074,0.913811862468719
client_106651,1001860,0.934314131736755
client_106674,1007360,0.971993207931519
client_106695,1011434,0.975287318229675
client_106696,1005080,0.0119234817102551
client_106697,1023547,0.0114210275933146
client_106789,1027353,0.952659964561462
client_106840,1001378,0.96275120973587
client_106864,1028375,0.95717716217041
client_106865,1026689,0.0453245937824249
client_106886,1005875,0.994560658931732
client_106888,1024674,0.899189054965973
client_106917,1009805,9.2786482127849e-05
client_106926,1010242,0.000119534881378058
client_106927,1000472,0.984777927398682
client_106929,1014355,0.928796887397766
client_106939,1000289,0.916359603404999
client_106946,1001573,0.96202939748764
client_106973,1004878,0.983875870704651
client_106974,1028362,0.000597170670516789
client_106984,1004458,0.973214149475098
client_106994,1001900,0.0801097527146339
client_107002,1001300,0.0446110591292381
client_107020,1009656,0.0108053032308817
client_107078,1024386,0.0167808290570974
client_107081,1030100,0.991360485553741
client_107082,1028009,0.985344409942627
client_107103,1006520,0.962199151515961
client_107104,1030181,0.955866754055023
client_107156,1029471,0.93971973657608
client_107198,1017918,0.963502705097198
client_107211,1019846,0.960302174091339
client_107226,1000081,0.000751020736061037
client_107256,1003220,0.979884922504425
client_107261,1001075,0.0604813136160374
client_107300,1011828,0.966551661491394
client_107334,1010775,0.00153585278894752
client_107363,1014897,0.00308070215396583
client_107367,1002316,0.915772557258606
client_107375,1027747,0.881243169307709
client_107379,1027502,0.907738268375397
client_107380,1027906,0.963521122932434
client_107404,1004756,0.989978611469269
client_107410,1025545,0.00299063185229897
client_107449,1010049,0.0516089089214802
client_107453,1022119,0.919706106185913
client_107465,1013001,0.00087462441297248
client_107502,1028512,0.000743513111956418
client_107533,1021332,8.41602668515407e-05
client_107534,1003251,0.00416608387604356
client_107547,1014521,0.957529723644257
client_107553,1010270,0.000917158147785813
client_107576,1002196,0.979372084140778
client_107585,1012022,0.983339309692383
client_107655,1001473,0.0295517668128014
client_10766,1005080,0.0124109517782927
client_107675,1014735,0.0404882803559303
client_107698,1001288,0.0674087852239609
client_107705,1016257,0.110999532043934
client_107736,1023656,0.991453170776367
client_107750,1015512,0.956113398075104
client_107759,1008168,0.965823233127594
client_107764,1016451,0.000346268061548471
client_107775,1004396,0.992950022220612
client_107782,1019081,0.98478889465332
client_107786,1000017,0.976169586181641
client_107810,1025193,0.954450309276581
client_107826,1002152,0.00230887997895479
client_10783,1013569,0.965799510478973
client_107865,1010284,0.873012244701385
client_107870,1009712,0.0163590349256992
client_107873,1025025,0.969213247299194
client_107884,1016257,0.0178375095129013
client_107910,1016446,0.899038910865784
client_107928,1012159,0.96701318025589
client_107941,1019136,0.951764702796936
client_10796,1000076,0.96655809879303
client_107962,1016036,0.0095722796395421
client_107995,1009339,0.000820425688289106
client_108016,1015210,0.0214551035314798
client_108065,1005850,0.214310392737389
client_108070,1000940,0.00436393450945616
client_108072,1006671,0.969270706176758
client_108106,1007712,0.95399135351181
client_108107,1012544,0.9594606757164
client_108244,1003562,0.896044194698334
client_108271,1020628,0.0910399705171585
client_108288,1007090,0.0253270231187344
client_108335,1003370,0.00901967380195856
client_108394,1024716,0.0226885452866554
client_108404,1017216,0.0179355069994926
client_108433,1023879,0.979636192321777
client_108443,1024042,0.959205687046051
client_108468,1026893,0.952184617519379
client_108494,1014364,0.022801561281085
client_108503,1016563,0.0707256942987442
client_108537,1002063,0.00618530577048659
client_108546,1007751,0.987777709960938
client_108579,1004509,0.0935745984315872
client_108611,1012232,0.957726955413818
client_108614,1023685,0.0213454868644476
client_108628,1001521,0.00392971048131585
client_108651,1000264,0.959049582481384
client_108656,1003809,0.978524148464203
client_108675,1024738,0.949830055236816
client_108745,1011678,0.958403766155243
client_108771,1007073,0.995090186595917
client_108786,1018797,0.0118674552068114
client_108791,1029418,0.206328392028809
client_108797,1004009,0.127676784992218
client_10881,1012643,0.922127604484558
client_108831,1002629,0.976549863815308
client_108856,1004846,0.967884719371796
client_108926,1018419,0.000327611371176317
client_108938,1018172,0.996523082256317
client_108944,1002161,0.975959360599518
client_108954,1000633,0.0116964308544993
client_108957,1028469,0.0530255287885666
client_108965,1009306,0.979169845581055
client_108986,1002692,0.985158920288086
client_108997,1022346,0.0958187133073807
client_109024,1011686,0.000495138694532216
client_109040,1001006,0.938817083835602
client_109059,1029339,0.8645259141922
client_109065,1019487,0.963143229484558
client_109066,1019784,0.983587980270386
client_109071,1025652,0.910750508308411
client_109086,1027345,0.960771143436432
client_109090,1008660,0.971821546554565
client_109127,1000754,0.067581333220005
client_109140,1022615,0.957727074623108
client_109174,1008593,0.872725784778595
client_109267,1003073,0.0030686124227941
client_109291,1011912,0.234333500266075
client_109300,1010575,0.0259975474327803
client_109312,1021404,0.000249764882028103
client_109343,1011215,0.993083238601685
client_109362,1010613,0.0451516322791576
client_109367,1003800,0.0384109653532505
client_109387,1012690,0.698613345623016
client_109394,1014026,0.00313199241645634
client_109395,1018902,0.978608727455139
client_109396,1025321,0.972188949584961
client_109451,1012759,0.976523637771606
client_109463,1021513,0.969832837581635
client_109484,1004534,0.000542203604709357
client_109525,1003445,0.996859848499298
client_109526,1009705,0.11613042652607
client_109540,1018101,0.0166962239891291
client_109552,1022519,0.918321549892426
client_109553,1030035,0.000755431246943772
client_109619,1025650,0.00321262399666011
client_109624,1006145,0.0533509589731693
client_109625,1018876,0.00116182502824813
client_109628,1029388,0.990819036960602
client_10963,1001274,0.809877038002014
client_109638,1001580,0.946471989154816
client_109654,1013597,0.962032377719879
client_109675,1000532,0.0182652492076159
client_109750,1028490,0.982894420623779
client_109836,1029290,0.957221984863281
client_109842,1029673,0.957649767398834
client_109848,1001766,0.967104256153107
client_109860,1001610,0.978575706481934
client_109861,1029828,0.990323722362518
client_109885,1012727,0.000145407175295986
client_109926,1010104,0.988208115100861
client_109958,1008822,0.969586133956909
client_109974,1011138,0.944598734378815
client_109977,1003315,0.0267379451543093
client_109987,1016969,0.0324191227555275
client_1100,1008241,0.945609629154205
client_110004,1030271,0.0349641367793083
client_110012,1014052,0.0292941816151142
client_110022,1023885,0.931989073753357
client_110060,1017210,0.976456761360168
client_110067,1028876,0.0945550873875618
client_110092,1015130,0.000362688268069178
client_110099,1002531,0.998446881771088
client_110157,1000090,0.0349191352725029
client_110176,1002840,0.470125913619995
client_110195,1002387,0.00547087518498302
client_11020,1008110,0.0454823039472103
client_110222,1005349,0.971181392669678
client_110254,1017687,0.00482391798868775
client_110312,1008462,0.00369874062016606
client_110352,1009752,3.90204695577268e-05
client_110375,1021991,0.0808795467019081
client_110384,1027298,0.120853491127491
client_110386,1021487,0.00708019221201539
client_110397,1025934,0.00249866512604058
client_110399,1028205,0.00101143377833068
client_110456,1014739,0.0585609115660191
client_110466,1001028,0.262419492006302
client_110471,1007328,0.949005842208862
client_110497,1005145,0.0436375103890896
client_110510,1029930,0.968286275863647
client_110560,1004826,0.000741030322387815
client_110597,1027202,0.0818155631422997
client_110624,1011471,0.000475551176350564
client_110629,1009003,0.625111699104309
client_110631,1014103,0.000724621990229934
client_110643,1006747,0.0560724809765816
client_110704,1027411,0.922367870807648
client_110729,1014510,0.957230865955353
client_110730,1030167,0.936634421348572
client_110835,1006239,0.969809710979462
client_11086,1004767,0.00140127493068576
client_110869,1011630,0.888119399547577
client_110891,1024488,0.0174164939671755
client_110913,1016833,0.893158257007599
client_110935,1008051,0.964547991752625
client_111072,1026624,0.0936618521809578
client_111081,1025950,0.995855093002319
client_111088,1002033,0.0124260541051626
client_111094,1028326,2.85516234725947e-05
client_111138,1002888,0.00257361400872469
client_111141,1012882,0.981916308403015
client_111160,1009012,0.987776279449463
client_111169,1026577,0.961929619312286
client_111174,1001760,0.00558386789634824
client_111235,1011886,0.117209009826183
client_111241,1007875,0.929423451423645
client_111265,1016299,0.0053968969732523
client_111271,1028679,0.0121391424909234
client_111290,1014287,0.000802911701612175
client_111302,1003406,0.00212315144017339
client_111303,1018142,0.174880802631378
client_111306,1006645,0.0214085150510073
client_111462,1022204,0.87638521194458
client_111483,1007603,0.0050027365796268
client_111489,1009200,0.000727147096768022
client_111503,1028205,0.969228029251099
client_111505,1010362,0.921735823154449
client_111543,1022848,0.000536732957698405
client_111564,1008696,0.112657152116299
client_111580,1004001,0.973692536354065
client_111604,1027002,0.0646705776453018
client_111657,1004926,0.0485577210783958
client_11168,1011596,0.95777690410614
client_111728,1016057,0.00205562449991703
client_11174,1003009,0.930141031742096
client_111781,1023328,0.000552465091459453
client_111782,1029369,0.991034507751465
client_111786,1009650,0.963617563247681
client_1118,1003308,0.907225906848907
client_111818,1004215,0.0120270680636168
client_111834,1005208,0.0233747735619545
client_11185,1010056,0.979297161102295
client_111853,1016342,0.000583774875849485
client_111880,1023415,0.120685160160065
client_111895,1008349,0.96411520242691
client_111934,1020621,8.2714825111907e-05
client_111944,1007669,0.987323224544525
client_111993,1006174,0.00401819869875908
client_111997,1008827,0.00302209262736142
client_112030,1027438,0.965445697307587
client_112034,1004593,0.974027097225189
client_112035,1023803,0.955652177333832
client_112081,1008189,0.00338012957945466
client_112104,1016454,0.00675032334402204
client_112144,1001044,0.00987870059907436
client_112170,1027213,0.972142696380615
client_112182,1007501,0.0010908106341958
client_112249,1026380,0.0586564540863037
client_112274,1025411,0.00173041399102658
client_112342,1016750,0.923941969871521
client_112351,1018120,0.932188451290131
client_112435,1018835,0.963050663471222
client_112459,1005007,0.964940547943115
client_112520,1021815,0.89302670955658
client_112548,1027734,0.00282160588540137
client_112553,1027726,0.0391867198050022
client_112634,1012315,0.934798777103424
client_112666,1001223,0.984867036342621
client_112677,1016387,0.00465985480695963
client_112693,1012445,0.836141645908356
client_112728,1016135,0.0695732906460762
client_11276,1011230,0.978770792484283
client_112795,1020948,0.970511317253113
client_112811,1013565,0.975427508354187
client_112815,1003158,0.95331221818924
client_112818,1008607,0.903287947177887
client_112918,1021721,0.00823990441858768
client_112923,1001883,0.979640603065491
client_112937,1028451,0.994752645492554
client_112950,1024765,0.0417221300303936
client_112974,1000699,0.976935684680939
client_112983,1027734,0.000462069088825956
client_112998,1022015,0.000873512646649033
client_113055,1020863,0.957530677318573
client_113062,1020207,0.0327683836221695
client_113066,1023517,0.188608542084694
client_113080,1012870,0.000256221857853234
client_113112,1015260,0.0829160064458847
client_113130,1002362,0.0296717397868633
client_113210,1003216,0.00818862952291965
client_113229,1004346,0.0872582495212555
client_113259,1011254,0.105269573628902
client_113316,1010008,0.234039857983589
client_113360,1008179,0.0396321192383766
client_113375,1026220,0.0289963744580746
client_113436,1025650,0.000329170114127919
client_113701,1025590,0.913745701313019
client_113728,1002320,0.000207131612114608
client_113738,1001075,0.0549505725502968
client_113792,1008371,0.00573123386129737
client_113861,1006196,0.977917015552521
client_113924,1022915,0.000103787577245384
client_113959,1011650,0.000584130350034684
client_114021,1001901,0.000101558929600287
client_114103,1006985,0.968795597553253
client_114111,1029796,0.988236129283905
client_114188,1022737,0.972897231578827
client_114198,1027734,0.000462069088825956
client_114199,1008927,0.963595509529114
client_114207,1011339,0.00030384081765078
client_114234,1028655,0.942089080810547
client_114269,1027121,0.983471632003784
client_114307,1008586,0.0141983162611723
client_114379,1005827,0.927617013454437
client_114391,1003856,0.137042075395584
client_1144,1013059,0.948834538459778
client_114502,1023277,0.954607784748077
client_114509,1005967,0.0519936643540859
client_114544,1003407,0.942273378372192
client_114554,1002332,0.252066642045975
client_114628,1017537,0.0054799746721983
client_11465,1015769,0.934625387191772
client_114657,1006375,0.969723343849182
client_114687,1025416,0.954239964485168
client_114717,1025740,0.0776590257883072
client_114744,1022439,0.957809090614319
client_114757,1029425,0.974245190620422
client_114790,1008871,0.963240146636963
client_114791,1002270,0.0995430424809456
client_114914,1013496,0.840639710426331
client_114927,1003626,0.0852620303630829
client_114960,1002367,0.972018480300903
client_114974,1005720,0.000274261488812044
client_114982,1025701,0.00454440154135227
client_115060,1024140,0.979893326759338
client_115080,1014593,0.136446699500084
client_1151,1000459,0.972016930580139
client_115101,1010764,0.0701726675033569
client_115132,1004346,0.0846520066261292
client_115140,1000239,0.0619767606258392
client_115155,1027470,0.00122332305181772
client_11524,1010587,0.935231924057007
client_115256,1020405,0.0117658823728561
client_115295,1006937,0.919834494590759
client_115323,1019914,0.00269358255900443
client_115375,1025252,0.00657872669398785
client_115395,1022851,0.0161989256739616
client_115416,1009236,0.984437465667725
client_115421,1009646,0.996023416519165
client_11545,1002270,0.911485075950623
client_115485,1010235,0.965785205364227
client_11552,1004662,0.980388700962067
client_11562,1021079,0.930554986000061
client_11572,1002501,0.984092772006989
client_11581,1016257,0.0616135038435459
client_11609,1000485,0.966875731945038
client_11649,1000931,0.901961743831635
client_11701,1003134,0.979626893997192
client_11732,1003532,0.0834702029824257
client_11791,1015925,0.964696109294891
client_11812,1003292,0.18214039504528
client_11820,1010560,0.0770155787467957
client_11884,1005881,0.982990562915802
client_119,1000158,0.987061738967896
client_11918,1005967,0.931062161922455
client_12047,1018816,0.0664809569716454
client_12064,1001946,0.851846277713776
client_12070,1005297,0.0515354983508587
client_12134,1000060,0.983609020709991
client_1217,1000239,0.0715386569499969
client_12215,1006885,0.918560385704041
client_12216,1009363,0.0573904067277908
client_12220,1010008,0.983116567134857
client_12250,1000271,0.000995126785710454
client_123,1009378,0.98093056678772
client_12311,1012658,0.103282108902931
client_12323,1002330,0.974617540836334
client_12325,1006331,0.979143619537354
client_12411,1000097,0.951837301254272
client_12415,1000114,0.0619566142559052
client_12429,1006523,0.986672103404999
client_12583,1007612,0.774749457836151
client_12594,1010363,0.969806432723999
client_12617,1000317,0.984239637851715
client_12629,1001014,0.986581921577454
client_129,1002929,0.928015172481537
client_12900,1009841,0.97094064950943
client_1297,1000503,0.937652885913849
client_12989,1002253,0.0393275767564774
client_13000,1001534,0.968787908554077
client_13032,1001644,0.974852919578552
client_1306,1002431,0.952879548072815
client_13082,1004468,0.973207235336304
client_13086,1001498,0.972545683383942
client_13119,1003146,0.00316623318940401
client_1331,1002437,0.9743372797966
client_13328,1027539,0.0017641126178205
client_13357,1004995,0.195024743676186
client_1337,1005653,0.947641551494598
client_13435,1009089,0.97110390663147
client_13543,1010491,0.967357516288757
client_13546,1023004,0.953802824020386
client_1356,1000463,0.926127254962921
client_13588,1002549,0.117469690740108
client_13623,1000258,0.943670392036438
client_13642,1008503,0.959016740322113
client_1370,1007311,0.966058075428009
client_13730,1012601,0.992713868618011
client_13793,1027571,0.990344345569611
client_1386,1008339,0.96930593252182
client_1387,1029896,0.00390295963734388
client_13922,1009363,0.0438140258193016
client_13933,1000480,0.0102998623624444
client_1400,1000207,0.964836180210114
client_1403,1005166,0.98185920715332
client_14259,1014083,0.878970742225647
client_14396,1004988,0.950428187847137
client_1443,1000004,0.879189312458038
client_14431,1015114,0.955419063568115
client_14432,1016780,0.934095680713654
client_14498,1002608,0.962469100952148
client_14502,1028489,0.975420236587524
client_14514,1012681,0.978562414646149
client_14529,1007625,0.102828316390514
client_14637,1011284,0.966971814632416
client_14681,1021669,0.0484956949949265
client_14696,1001466,0.977321565151215
client_14890,1001620,0.0126736965030432
client_14916,1004544,0.986990928649902
client_15160,1013354,0.969359397888184
client_1518,1000761,0.964033424854279
client_1519,1002581,0.218976244330406
client_15317,1023182,0.977571249008179
client_1554,1008170,0.983387529850006
client_15551,1012864,0.971883952617645
client_15597,1004310,0.973222196102142
client_15670,1010231,0.929979205131531
client_15684,1000945,0.992884933948517
client_158,1000079,0.909023642539978
client_15824,1002832,0.931013703346252
client_15828,1020642,0.897079527378082
client_15837,1026498,0.963537275791168
client_15846,1001757,0.024326840415597
client_15870,1005658,0.901630342006683
client_16033,1013514,0.977881193161011
client_16047,1009569,0.977722764015198
client_16070,1002439,0.969257950782776
client_16091,1004578,0.951893508434296
client_16162,1017232,0.975622892379761
client_16226,1000450,0.144297197461128
client_16251,1009887,0.984227359294891
client_16253,1028091,0.0101311840116978
client_16254,1016703,0.00950567703694105
client_16306,1023638,0.0033642565831542
client_16332,1008355,0.969802856445312
client_16406,1003212,0.918306410312653
client_16453,1007466,0.928431749343872
client_16466,1013295,0.921626627445221
client_16475,1009707,0.953558921813965
client_16493,1010586,0.905567765235901
client_16531,1011005,0.972993493080139
client_16578,1029886,0.920340895652771
client_16585,1000201,0.959356129169464
client_16612,1003271,0.97711056470871
client_16631,1012788,0.973156809806824
